https://api.github.com/repos/eclipse/kitalpha,7,backport-richtext-master-commits::v1.4.x,1,merged,,Sandu Postaru,59692543,3,3,195,161,7,0,c29a3940015edcb696245d3604fb9f22b1e7ba8c::a7886ab41f4fcae7c0f4b7ffaa657caf970be6bb::1ec18d3aab7dad77ad7627887c89a6751d712800::
https://api.github.com/repos/eclipse/kitalpha,40,v1.3.x-commit-backports::v1.3.x,1,merged,,Sandu Postaru,59692543,3,3,218,195,10,0,f812d8e52b4721fb9018b08c1a3415fc162facd9::64e34119a5dca177b1eba318c354d2d2ada53f2d::5f3dcce477285cedacbc46a387b4da71dbc57398::
https://api.github.com/repos/eclipse/kitalpha,41,releng/backport_1.4.x_buildconfiguration::master,1,closed,,Arnaud Dieumegard,1576016,0,52,13149,9458,889,0,fd25883c82e2d3e89487538aeb293b7d71de379d::5082d6ad73c44685e2f28b2399ba302360af7189::3c5cfb90848583260cf0775c4dc06f888fcec321::dfc4c78e206584d01964bb8d93e7aab170a49d35::cf40121dd73e9693164800cb0f738dbee86fddbb::d32e058686d5c5f194139590c67c165824c1a244::5b07f14e3edaf3bb92d2facd9b0dad60a8e2995a::42a1711b0b18eaba81d70d91b9e270fde65eb04d::b58fecaa70f2629dfe1b6b71eec6fbb66dd67f68::99b6709e0367b0ad6149787e4cfdd7d1acb61369::2e2b37c0a6ae0c0a9dadf32bfd15d532be4b54d7::04317e8c1e96caeb5485be3bce19d6fac178bdd4::358c279d989ba1dc93d12e3dac28d91a6b796057::dc66487dd36a6ea716e13c85a07c3eb583d37805::a6ee02790811bc0e171cc8f2d58e24a4b0f19609::c3f580a82dc2072d44e386075aa453b877e4d777::1b8a9d58ea0e16a1df391b74ee745a55643372b9::f3c39d8c9af96665fd80a27a0e64af1b5d1c94f1::5bac180eb917a2ace2a7026aded2ebcb685fc55c::86afe207231e06af2c0d61586b37af14d6c615f5::8ee8297d298bb3f625fa6fd8cef5e241ab98b1f9::ff4641e565d3f0bb1a5481b5f8f20b57ff76934b::b0cdb3012578b448a68e4c46bf627a0ee5aa09e4::4ac537576a39f85cdcc4abdc1d6e725618023928::4f1b7c96b6b90c4ca29e50bff3aec7487f2e593e::913744eb149529858d038543c03b0b17c9e05c1a::3b88e141b9388732847c8fab40256e9e9ae340f2::8f10ac7b53f2d9638c5bbf7d48798d344b88496b::30f698deb1016248c6a4df7e86380e96ce65d0c1::b250c7b475782ef4f214780eeecf84779f3ddfaa::06f6d0463218d7cb7e621bca677f94cfa9ab5001::2034b93e42447c11d25d2f80c137fecbc67ca9ca::d187242dd6896ef5bb74a5ecda0539ea64710022::384f2c1c00ed5f93b9ea3f9f90939ac759e77ef6::e00024b1ec250253afddf932ae913dac4453cc3b::7d348fba9214b3f88de521e2cf0dd26977b1a0ec::363be3c2a363ce9b10fecb971d0277fb194e552d::5c6d2eae3d8178868137294df38e00471c1adcd3::3f7c641e7d829e27ebbe495d5869acb06733fa0e::4ef27bbb51a1edf8c179bec91327d5ef0447a233::ef653f9afee8820e42d79f8eb52de2b6642c8aa7::9777284858e6c28f51439ba7d68c6a1ec91f5d70::e8bcb3cfa801141d01869e31265e4dcdf3b38988::aefce7659e18c295605a51b46d31db3484231acb::23edc685c338290db00de05a07a2f41fbceb46b4::db86522861b652c4009161b55d79b6f42a592224::844b264cd6a2b681cdb750b4fe6484c4b556e6fa::1d5017aed171f7011a132bb1eba68edc65ada43e::902f1f1f96eda243b9ad3b4a09302d517675f43a::023030fe8217845442b67778df9073e7ded3d7d5::316dc9d9e5ec81c6371fae0ae5e632ba93a42305::62b3dc8f1e5093bc1527b088aec944b694c3aa76::
https://api.github.com/repos/eclipse/kitalpha,42,releng/backport_1.4.x_buildconfiguration::v1.3.x,1,closed,,Arnaud Dieumegard,1576016,0,5,5776,5779,140,0,902f1f1f96eda243b9ad3b4a09302d517675f43a::023030fe8217845442b67778df9073e7ded3d7d5::316dc9d9e5ec81c6371fae0ae5e632ba93a42305::62b3dc8f1e5093bc1527b088aec944b694c3aa76::099cbe8a21b6a6b9e5a96634f35ff7eef5b54683::
https://api.github.com/repos/eclipse/kitalpha,43,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::v1.3.x,1,closed,,Arnaud Dieumegard,1576016,0,4,249,326,93,0,8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::d1f58b19dfbaf7de0212eb1e9aa624e44695c5ea::ef5cbfa40d80433f6839554a80a958b5b1c30362::
https://api.github.com/repos/eclipse/kitalpha,44,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::v1.3.x,1,closed,,Arnaud Dieumegard,1576016,0,4,250,327,94,0,8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::d4434bca60c117d797a6d2504bfdb8cb907c5e05::d5de543c6565c5555af2002e4bcd71f961a897ea::
https://api.github.com/repos/eclipse/kitalpha,45,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::master,1,closed,,Arnaud Dieumegard,1576016,0,52,7622,4004,842,0,fd25883c82e2d3e89487538aeb293b7d71de379d::5082d6ad73c44685e2f28b2399ba302360af7189::3c5cfb90848583260cf0775c4dc06f888fcec321::dfc4c78e206584d01964bb8d93e7aab170a49d35::cf40121dd73e9693164800cb0f738dbee86fddbb::d32e058686d5c5f194139590c67c165824c1a244::5b07f14e3edaf3bb92d2facd9b0dad60a8e2995a::42a1711b0b18eaba81d70d91b9e270fde65eb04d::b58fecaa70f2629dfe1b6b71eec6fbb66dd67f68::99b6709e0367b0ad6149787e4cfdd7d1acb61369::2e2b37c0a6ae0c0a9dadf32bfd15d532be4b54d7::04317e8c1e96caeb5485be3bce19d6fac178bdd4::358c279d989ba1dc93d12e3dac28d91a6b796057::dc66487dd36a6ea716e13c85a07c3eb583d37805::a6ee02790811bc0e171cc8f2d58e24a4b0f19609::c3f580a82dc2072d44e386075aa453b877e4d777::1b8a9d58ea0e16a1df391b74ee745a55643372b9::f3c39d8c9af96665fd80a27a0e64af1b5d1c94f1::5bac180eb917a2ace2a7026aded2ebcb685fc55c::86afe207231e06af2c0d61586b37af14d6c615f5::8ee8297d298bb3f625fa6fd8cef5e241ab98b1f9::ff4641e565d3f0bb1a5481b5f8f20b57ff76934b::b0cdb3012578b448a68e4c46bf627a0ee5aa09e4::4ac537576a39f85cdcc4abdc1d6e725618023928::4f1b7c96b6b90c4ca29e50bff3aec7487f2e593e::913744eb149529858d038543c03b0b17c9e05c1a::3b88e141b9388732847c8fab40256e9e9ae340f2::8f10ac7b53f2d9638c5bbf7d48798d344b88496b::30f698deb1016248c6a4df7e86380e96ce65d0c1::b250c7b475782ef4f214780eeecf84779f3ddfaa::06f6d0463218d7cb7e621bca677f94cfa9ab5001::2034b93e42447c11d25d2f80c137fecbc67ca9ca::d187242dd6896ef5bb74a5ecda0539ea64710022::384f2c1c00ed5f93b9ea3f9f90939ac759e77ef6::e00024b1ec250253afddf932ae913dac4453cc3b::7d348fba9214b3f88de521e2cf0dd26977b1a0ec::363be3c2a363ce9b10fecb971d0277fb194e552d::5c6d2eae3d8178868137294df38e00471c1adcd3::3f7c641e7d829e27ebbe495d5869acb06733fa0e::4ef27bbb51a1edf8c179bec91327d5ef0447a233::ef653f9afee8820e42d79f8eb52de2b6642c8aa7::9777284858e6c28f51439ba7d68c6a1ec91f5d70::e8bcb3cfa801141d01869e31265e4dcdf3b38988::aefce7659e18c295605a51b46d31db3484231acb::23edc685c338290db00de05a07a2f41fbceb46b4::db86522861b652c4009161b55d79b6f42a592224::844b264cd6a2b681cdb750b4fe6484c4b556e6fa::1d5017aed171f7011a132bb1eba68edc65ada43e::8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::fedb456fc7f4e0b442b69df014e8070ff76bf188::
https://api.github.com/repos/eclipse/kitalpha,46,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::v1.3.x,1,closed,,Arnaud Dieumegard,1576016,0,4,250,326,93,0,8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::fedb456fc7f4e0b442b69df014e8070ff76bf188::
https://api.github.com/repos/eclipse/kitalpha,47,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::v1.3.x,1,closed,,Arnaud Dieumegard,1576016,0,4,251,326,93,0,8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::61c357b2d19e0de5dcdbc0c401d26b3c281a96b7::
https://api.github.com/repos/eclipse/kitalpha,48,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::master,1,closed,,Arnaud Dieumegard,1576016,0,53,7621,4004,842,0,fd25883c82e2d3e89487538aeb293b7d71de379d::5082d6ad73c44685e2f28b2399ba302360af7189::3c5cfb90848583260cf0775c4dc06f888fcec321::dfc4c78e206584d01964bb8d93e7aab170a49d35::cf40121dd73e9693164800cb0f738dbee86fddbb::d32e058686d5c5f194139590c67c165824c1a244::5b07f14e3edaf3bb92d2facd9b0dad60a8e2995a::42a1711b0b18eaba81d70d91b9e270fde65eb04d::b58fecaa70f2629dfe1b6b71eec6fbb66dd67f68::99b6709e0367b0ad6149787e4cfdd7d1acb61369::2e2b37c0a6ae0c0a9dadf32bfd15d532be4b54d7::04317e8c1e96caeb5485be3bce19d6fac178bdd4::358c279d989ba1dc93d12e3dac28d91a6b796057::dc66487dd36a6ea716e13c85a07c3eb583d37805::a6ee02790811bc0e171cc8f2d58e24a4b0f19609::c3f580a82dc2072d44e386075aa453b877e4d777::1b8a9d58ea0e16a1df391b74ee745a55643372b9::f3c39d8c9af96665fd80a27a0e64af1b5d1c94f1::5bac180eb917a2ace2a7026aded2ebcb685fc55c::86afe207231e06af2c0d61586b37af14d6c615f5::8ee8297d298bb3f625fa6fd8cef5e241ab98b1f9::ff4641e565d3f0bb1a5481b5f8f20b57ff76934b::b0cdb3012578b448a68e4c46bf627a0ee5aa09e4::4ac537576a39f85cdcc4abdc1d6e725618023928::4f1b7c96b6b90c4ca29e50bff3aec7487f2e593e::913744eb149529858d038543c03b0b17c9e05c1a::3b88e141b9388732847c8fab40256e9e9ae340f2::8f10ac7b53f2d9638c5bbf7d48798d344b88496b::30f698deb1016248c6a4df7e86380e96ce65d0c1::b250c7b475782ef4f214780eeecf84779f3ddfaa::06f6d0463218d7cb7e621bca677f94cfa9ab5001::2034b93e42447c11d25d2f80c137fecbc67ca9ca::d187242dd6896ef5bb74a5ecda0539ea64710022::384f2c1c00ed5f93b9ea3f9f90939ac759e77ef6::e00024b1ec250253afddf932ae913dac4453cc3b::7d348fba9214b3f88de521e2cf0dd26977b1a0ec::363be3c2a363ce9b10fecb971d0277fb194e552d::5c6d2eae3d8178868137294df38e00471c1adcd3::3f7c641e7d829e27ebbe495d5869acb06733fa0e::4ef27bbb51a1edf8c179bec91327d5ef0447a233::ef653f9afee8820e42d79f8eb52de2b6642c8aa7::9777284858e6c28f51439ba7d68c6a1ec91f5d70::e8bcb3cfa801141d01869e31265e4dcdf3b38988::aefce7659e18c295605a51b46d31db3484231acb::23edc685c338290db00de05a07a2f41fbceb46b4::db86522861b652c4009161b55d79b6f42a592224::844b264cd6a2b681cdb750b4fe6484c4b556e6fa::1d5017aed171f7011a132bb1eba68edc65ada43e::8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::c0216a4eaa2e2c294d3213824a99fa72fc386aeb::0cdb9c773f3a6ea76c1ed7c8e4f6ee99575e3646::
https://api.github.com/repos/eclipse/kitalpha,49,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::v1.3.x,1,closed,,Arnaud Dieumegard,1576016,0,5,249,326,93,0,8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::c0216a4eaa2e2c294d3213824a99fa72fc386aeb::0cdb9c773f3a6ea76c1ed7c8e4f6ee99575e3646::
https://api.github.com/repos/eclipse/kitalpha,50,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::master,1,closed,,Arnaud Dieumegard,1576016,0,53,7641,4014,842,0,fd25883c82e2d3e89487538aeb293b7d71de379d::5082d6ad73c44685e2f28b2399ba302360af7189::3c5cfb90848583260cf0775c4dc06f888fcec321::dfc4c78e206584d01964bb8d93e7aab170a49d35::cf40121dd73e9693164800cb0f738dbee86fddbb::d32e058686d5c5f194139590c67c165824c1a244::5b07f14e3edaf3bb92d2facd9b0dad60a8e2995a::42a1711b0b18eaba81d70d91b9e270fde65eb04d::b58fecaa70f2629dfe1b6b71eec6fbb66dd67f68::99b6709e0367b0ad6149787e4cfdd7d1acb61369::2e2b37c0a6ae0c0a9dadf32bfd15d532be4b54d7::04317e8c1e96caeb5485be3bce19d6fac178bdd4::358c279d989ba1dc93d12e3dac28d91a6b796057::dc66487dd36a6ea716e13c85a07c3eb583d37805::a6ee02790811bc0e171cc8f2d58e24a4b0f19609::c3f580a82dc2072d44e386075aa453b877e4d777::1b8a9d58ea0e16a1df391b74ee745a55643372b9::f3c39d8c9af96665fd80a27a0e64af1b5d1c94f1::5bac180eb917a2ace2a7026aded2ebcb685fc55c::86afe207231e06af2c0d61586b37af14d6c615f5::8ee8297d298bb3f625fa6fd8cef5e241ab98b1f9::ff4641e565d3f0bb1a5481b5f8f20b57ff76934b::b0cdb3012578b448a68e4c46bf627a0ee5aa09e4::4ac537576a39f85cdcc4abdc1d6e725618023928::4f1b7c96b6b90c4ca29e50bff3aec7487f2e593e::913744eb149529858d038543c03b0b17c9e05c1a::3b88e141b9388732847c8fab40256e9e9ae340f2::8f10ac7b53f2d9638c5bbf7d48798d344b88496b::30f698deb1016248c6a4df7e86380e96ce65d0c1::b250c7b475782ef4f214780eeecf84779f3ddfaa::06f6d0463218d7cb7e621bca677f94cfa9ab5001::2034b93e42447c11d25d2f80c137fecbc67ca9ca::d187242dd6896ef5bb74a5ecda0539ea64710022::384f2c1c00ed5f93b9ea3f9f90939ac759e77ef6::e00024b1ec250253afddf932ae913dac4453cc3b::7d348fba9214b3f88de521e2cf0dd26977b1a0ec::363be3c2a363ce9b10fecb971d0277fb194e552d::5c6d2eae3d8178868137294df38e00471c1adcd3::3f7c641e7d829e27ebbe495d5869acb06733fa0e::4ef27bbb51a1edf8c179bec91327d5ef0447a233::ef653f9afee8820e42d79f8eb52de2b6642c8aa7::9777284858e6c28f51439ba7d68c6a1ec91f5d70::e8bcb3cfa801141d01869e31265e4dcdf3b38988::aefce7659e18c295605a51b46d31db3484231acb::23edc685c338290db00de05a07a2f41fbceb46b4::db86522861b652c4009161b55d79b6f42a592224::844b264cd6a2b681cdb750b4fe6484c4b556e6fa::1d5017aed171f7011a132bb1eba68edc65ada43e::8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::a380970b03d23d3e4cf04a0b2f94ddcbb7d37b6e::4526dde51e45f4152e897fa8d8ed6da7c066465e::
https://api.github.com/repos/eclipse/kitalpha,51,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::v1.3.x,1,closed,,Arnaud Dieumegard,1576016,0,5,279,346,93,0,8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::a380970b03d23d3e4cf04a0b2f94ddcbb7d37b6e::4526dde51e45f4152e897fa8d8ed6da7c066465e::
https://api.github.com/repos/eclipse/kitalpha,52,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::v1.3.x,1,closed,,Arnaud Dieumegard,1576016,0,5,293,346,103,0,8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::7049803e7a02000d6cf8c09d04c4d838a466a2a5::056c2e12a05dbee2fa9419e3ae58fd3497c20a1c::
https://api.github.com/repos/eclipse/kitalpha,53,fix/backport_1.4.x_buildconfiguration_onto_1.3.x::v1.3.x,1,merged,,Arnaud Dieumegard,1576016,0,6,282,349,94,0,8a69da4b168a12ef716682ffb4fdc4649365afd5::f5b135867f9850b5437ab6c7ea76f13866fb1061::318573e3085951f4a6ad0215a2b964e603645a99::7049803e7a02000d6cf8c09d04c4d838a466a2a5::120116a61d3640c9557786897e037ef3dbdc3492::70005810744b66ac6b4c444d7726be04e60fc60a::
